HGNC.symbol,UniProt.Ac
CAPZA3,Q96KX2
MTHFR,P42898
AMH,P03971
SEC61B,P60468
TULP3,O75386
WNT7B,P56706
MYO1D,O94832
DEPTOR,Q8TB45
JSRP1,Q96MG2
SPINK8,P0C7L1
NR4A3,Q92570
C22orf26,Q9NV39
ZMYM1,Q5SVZ6
RBM12,Q9NTZ6
ZNF148,Q9UQR1
GDPD4,Q6W3E5
FBXW12,Q6X9E4
ZMYM3,Q14202
OAZ1,P54368
CKAP5,Q14008
STX17,P56962
HS3ST1,O14792
COQ9,O75208
TBK1,Q9UHD2
NDUFB7,P17568
ACSL5,Q9ULC5
PPARA,Q07869
ERP44,Q9BS26
PIGL,Q9Y2B2
ACADVL,P49748
OSR1,Q8TAX0
TEAD4,Q15561
NFS1,Q9Y697
RUSC1,Q9BVN2
RAB28,P51157
POLR2C,P19387
GPR149,Q86SP6
FN3K,Q9H479
NKX3-2,P78367
ZNF611,Q8N823
TTC32,Q5I0X7
SPRYD3,Q8NCJ5
PAK1,Q13153
ZNF600,Q6ZNG1
RD3L,P0DJH9
CLEC17A,Q6ZS10
COL14A1,Q05707
BOD1L1,Q8NFC6
CDPF1,Q6NVV7
INVS,Q9Y283
ZNF28,P17035
EI24,O14681
CTSH,P09668
ASPG,Q86U10
PKDREJ,Q9NTG1
ENDOU,P21128
GDI2,P50395
FUT10,Q6P4F1
COL4A6,Q14031
MMRN1,Q13201
IGFBP6,P24592
LRP4,O75096
ROMO1,P60602
EMR3,Q9BY15
PLEKHA5,Q9HAU0
NOMO3,P69849
RYR1,P21817
COX7A2L,O14548
CENPV,Q7Z7K6
TTC38,Q5R3I4
CEP135,Q66GS9
ZNF468,Q5VIY5
TEX10,Q9NXF1
MME,P08473
CCSER1,Q9C0I3
C19orf35,Q6ZS72
MSANTD3,Q96H12
SNX4,O95219
SFPQ,P23246
ZNF320,A2RRD8
PTPRK,Q15262
LINGO3,P0C6S8
SYNGR2,O43760
CLCN6,P51797
DOK4,Q8TEW6
CPA6,Q8N4T0
LSM7,Q9UK45
TMEFF1,Q8IYR6
CLASP2,O75122
COL11A1,P12107
MURC,Q5BKX8
SOAT2,O75908
PIEZO1,Q92508
ATP6V1F,Q16864
CXorf40A,Q8TE69
GTSE1,Q9NYZ3
PLXNB1,O43157
TMPRSS9,Q7Z410
CCDC126,Q96EE4
BAAT,Q14032
TIMM13,Q9Y5L4
ZNF333,Q96JL9
MRPL50,Q8N5N7
CDT1,Q9H211
CLNS1A,P54105
PREX2,Q70Z35
WDR35,Q9P2L0
ZNF189,O75820
RNPC3,Q96LT9
LMNB2,Q03252
NPPA,P01160
GRID2,O43424
NONO,Q15233
APRT,P07741
NPPB,P16860
CCDC102A,Q96A19
ZMYM4,Q5VZL5
FAM221A,A4D161
IRF5,Q13568
PHYKPL,Q8IUZ5
C11orf49,Q9H6J7
GADD45B,O75293
ASH1L,Q9NR48
KIAA2013,Q8IYS2
ALDOB,P05062
GNG7,O60262
AQP11,Q8NBQ7
MRPL13,Q9BYD1
NRL,P54845
TMEM246,Q9BRR3
MAGEA9B,P43362
GPR114,Q8IZF4
UBB,P0CG47
AMY2B,P19961
HSFX2,Q9UBD0
GPR35,Q9HC97
TTI2,Q6NXR4
TBCD,Q9BTW9
KIAA1211,Q6ZU35
ZDHHC16,Q969W1
AQP12B,A6NM10
STT3A,P46977
ZNF816,Q0VGE8
AMY2A,P04746
GALNS,P34059
MTBP,Q96DY7
COBL,O75128
RASSF3,Q86WH2
DIRAS1,O95057
ZNF321P,Q8N8H1
KIF26A,Q9ULI4
ERVV-1,B6SEH8
RNF20,Q5VTR2
ERVV-2,B6SEH9
RBM39,Q14498
COL23A1,Q86Y22
C2orf27B,Q580R0
SLC39A3,Q9BRY0
TMEM185A,Q8NFB2
OSBPL11,Q9BXB4
EEF1A1,P68104
AQP12A,Q8IXF9
ANKS1B,Q7Z6G8
GRIN3A,Q8TCU5
ATOH1,Q92858
ANKRD30BL,A7E2S9
AMY1A,P04745
PPP3R2,Q96LZ3
PCK2,Q16822
SGTA,O43765
ZNF160,Q9HCG1
TRMU,O75648
CYLC2,Q14093
PLOD1,Q02809
NPIPA7,E9PJI5
NUMB,P49757
TMEM98,Q9Y2Y6
WDR55,Q9H6Y2
CPEB2,Q7Z5Q1
XYLT1,Q86Y38
MAP3K1,Q13233
PYGL,P06737
AASDH,Q4L235
DND1,Q8IYX4
CHEK1,O14757
GPR39,O43194
MAP4K1,Q92918
MAK16,Q9BXY0
KCNG3,Q8TAE7
TSPAN9,O75954
AMY1B,P04745
CDK6,Q00534
RNF122,Q9H9V4
SMARCAD1,Q9H4L7
RSF1,Q96T23
ZNF415,Q09FC8
CSAD,Q9Y600
THOP1,P52888
DUSP26,Q9BV47
SAMD9,Q5K651
AMY1C,P04745
PRMT8,Q9NR22
RASGRF1,Q13972
PRMT6,Q96LA8
TRAPPC2L,Q9UL33
TK1,P04183
SNTB1,Q13884
C1QTNF7,Q9BXJ2
POM121L12,Q8N7R1
GNS,P15586
NPIPA8,P0DM63
ANKRD34C,P0C6C1
HAS2,Q92819
AAMDC,Q9H7C9
MSTO1,Q9BUK6
LYPD1,Q8N2G4
KIF1A,Q12756
C8orf34,Q49A92
SAMD9L,Q8IVG5
ZHX2,Q9Y6X8
VSTM2A,Q8TAG5
TMED3,Q9Y3Q3
PABPN1L,A6NDY0
BHLHA9,Q7RTU4
LRP2,P98164
TUSC5,Q8IXB3
MAGEA11,P43364
STK31,Q9BXU1
KIAA1024,Q9UPX6
SMC2,O95347
SEC61G,P60059
TRPV2,Q9Y5S1
ZNF554,Q86TJ5
EMR2,Q9UHX3
MTHFS,P49914
MTA3,Q9BTC8
OR13F1,Q8NGS4
OR13C4,Q8NGS5
YWHAE,P62258
OR13C3,Q8NGS6
ALG1L,Q6GMV1
UNC5D,Q6UXZ4
OR13C8,Q8NGS7
ST20,Q9HBF5
C14orf144,Q96I85
OR13C5,Q8NGS8
C15orf37,Q8NBB2
CLK4,Q9HAZ1
MATN3,O15232
OR13C2,Q8NGS9
OR13C9,Q8NGT0
HARS,P12081
OR13D1,Q8NGV5
TMEM179,Q6ZVK1
BCL2A1,Q16548
DERL1,Q9BUN8
NCKAP5,O14513
INTS4,Q96HW7
NTNG1,Q9Y2I2
NIPSNAP3A,Q9UFN0
EFCAB4B,Q9BSW2
HSFX1,Q9UBD0
CBFA2T3,O75081
ZNF354A,O60765
ROPN1B,Q9BZX4
MAGEA9,P43362
NIPSNAP3B,Q9BS92
ARFGAP2,Q8N6H7
HEPACAM2,A8MVW5
SETD9,Q8NE22
COL4A5,P29400
MAGEA8,P43361
C14orf180,Q8N912
CHDH,Q8NE62
KIAA0319L,Q8IZA0
HPGDS,O60760
WDR41,Q9HAD4
ABHD12B,Q7Z5M8
ZFAND6,Q6FIF0
IL17RB,Q9NRM6
MFN2,O95140
PPAT,Q06203
AFMID,Q63HM1
ZNF347,Q96SE7
KCTD14,Q9BQ13
CRK,P46108
BRCA1,P38398
NDUFC2-KCTD14,E9PQ53
EIF3K,Q9UBQ5
NOMO2,Q5JPE7
THRSP,Q92748
PLCH1,Q4KWH8
ZNF665,Q9H7R5
CC2D2A,Q9P2K1
NDUFC2,O95298
LAMA2,P24043
ZNF677,Q86XU0
ACRV1,P26436
MGAT5,Q09328
ZNF354B,Q96LW1
TNPO3,Q9Y5L0
SPACA3,Q8IXA5
ZNF555,Q8NEP9
POLR2H,P52434
ZNF556,Q9HAH1
ZFP2,Q6ZN57
CELSR1,Q9NYQ6
ABCA1,O95477
ZNF57,Q68EA5
ZDHHC6,Q9H6R6
ACTN4,O43707
PACSIN3,Q9UKS6
PHF20,Q9BVI0
LAPTM4A,Q15012
ZNF77,Q15935
DCAF11,Q8TEB1
VN1R2,Q8NFZ6
VAV3,Q9UKW4
ANKRD16,Q6P6B7
TBC1D31,Q96DN5
VN1R4,Q7Z5H5
MIER3,Q7Z3K6
AGXT,P21549
BIRC8,Q96P09
ALG8,Q9BVK2
GRAMD4,Q6IC98
OXER1,Q8TDS5
INF2,Q27J81
NCDN,Q9UBB6
ZNF845,Q96IR2
ZNF454,Q8N9F8
CCDC132,Q96JG6
TBC1D30,Q9Y2I9
TLE6,Q9H808
HAAO,P46952
TMEM163,Q8TC26
ZNF525,Q8N782
GRM6,O15303
CERK,Q8TCT0
ACSF3,Q4G176
PATE1,Q8WXA2
SLC44A1,Q8WWI5
CXorf40B,Q96DE9
ZNF879,B4DU55
PATE2,Q6UY27
PATE3,B3GLJ2
EGFR,P00533
DDB2,Q92466
FAH,P16930
KCNU1,A8MYU2
PATE4,P0C8F1
MIIP,Q5JXC2
C2orf54,Q08AI8
CDH15,P55291
ASIC2,Q16515
ZNF703,Q9H7S9
HYLS1,Q96M11
ZNF765,Q7L2R6
ZNF354C,Q86Y25
SLC25A24,Q6NUK1
SULF1,Q8IWU6
PUS3,Q9BZE2
VTI1A,Q96AJ9
ZNF813,Q6ZN06
PDCD6IP,Q8WUM4
CAPN12,Q6ZSI9
SDC1,P18827
TBC1D22A,Q8WUA7
ADAMTS2,O95450
TNFRSF8,P28908
PARP11,Q9NR21
FSD1L,Q9BXM9
SLC22A31,A6NKX4
NBPF4,Q96M43
KCTD21,Q4G0X4
SLC41A3,Q96GZ6
ARNT2,Q9HBZ2
NPY,P01303
ZNF778,Q96MU6
CCDC51,Q96ER9
PDLIM5,Q96HC4
SCAND1,P57086
WIF1,Q9Y5W5
LGALS7,P47929
LGALS7B,P47929
TLE2,Q04725
DDX25,Q9UHL0
ERLIN2,O94905
CCDC50,Q8IVM0
MPP6,Q9NZW5
FAM211A,Q8NAA5
FKTN,O75072
ACP2,P11117
USP35,Q9P2H5
GPR56,Q9Y653
TFAP2E,Q6VUC0
NBPF6,Q5VWK0
TAL2,Q16559
TRIM9,Q9C026
PAICS,P22234
CNBD2,Q96M20
C3orf33,Q6P1S2
PSMB2,P49721
ZNF287,Q9HBT7
C1orf216,Q8TAB5
CCL2,P13500
TMEM38B,Q9NVV0
ABHD17C,Q6PCB6
ARHGAP18,Q8N392
TNFRSF1B,P20333
CCND2,P30279
ANKRD11,Q6UB99
ITGB1BP2,Q9UKP3
TMA7,Q9Y2S6
ZNF624,Q9P2J8
MYO1C,O00159
FAM102B,Q5T8I3
ZNF740,Q8NDX6
RPS15A,P62244
FBXO18,Q8NFZ0
FAM19A5,Q7Z5A7
GAB2,Q9UQC2
DFNA5,O60443
TSPAN33,Q86UF1
MAMLD1,Q13495
LGALS4,P56470
OR7A5,Q15622
OR7C1,O76099
OR7A10,O76100
ACTR8,Q9H981
ZNF462,Q96JM2
OR7A17,O14581
OR7C2,O60412
ARL6IP1,Q15041
HENMT1,Q5T8I9
SRP72,O76094
MTM1,Q13496
IRS4,O14654
ATRIP,Q8WXE1
ZNF331,Q9NQX6
CLSPN,Q9HAW4
ECH1,Q13011
HEATR4,Q86WZ0
EPB41L1,Q9H4G0
SLC1A6,P48664
FBXL5,Q9UKA1
ITGB7,P26010
GUCY2F,P51841
RUFY1,Q96T51
C12orf5,Q9NQ88
FAM83A,Q86UY5
PRPF38B,Q5VTL8
ACOT1,Q86TX2
CCDC105,Q8IYK2
RAD23B,P54727
PUM2,Q8TB72
C22orf34,Q6ZV56
CASP14,P31944
NXT2,Q9NPJ8
TMX1,Q9H3N1
OR1I1,O60431
KCNE1L,Q9UJ90
FGF23,Q9GZV9
FGF6,P10767
SYDE1,Q6ZW31
FNDC7,Q5VTL7
YY1AP1,Q9H869
KLF4,O43474
SPG7,Q9UQ90
PROSC,O94903
ACTL7B,Q9Y614
TCF7L2,Q9NQB0
SEPHS1,P49903
CDON,Q4KMG0
ACTL7A,Q9Y615
LEMD3,Q9Y2U8
C12orf4,Q9NQ89
AEBP2,Q6ZN18
CCL7,P80098
KIAA1199,Q8WUJ3
MMS19,Q96T76
ACSL4,O60488
ACOT2,P49753
CCDC144A,A2RUR9
MTMR1,Q13613
BRD1,O95696
ILVBL,A1L0T0
SLC33A1,O00400
AGO4,Q9HCK5
ARL9,Q6T311
MESDC2,Q14696
STXBP3,O00186
THEGL,P0DJG4
NR1H3,Q13133
SNED1,Q8TER0
CCL11,P51671
RPUSD4,Q96CM3
AAR2,Q9Y312
HNRNPL,P14866
BBS5,Q8N3I7
ZBED4,O75132
FRMD6,Q96NE9
VPS13D,Q5THJ4
STON1,Q9Y6Q2
TMEM244,Q5VVB8
HOPX,Q9BPY8
OTP,Q5XKR4
DPRX,A6NFQ7
ARPP21,Q9UBL0
ADSSL1,Q8N142
BMPR1B,O00238
ALG12,Q9BV10
CACNA2D3,Q8IZS8
TBCA,O75347
GPR97,Q86Y34
LANCL2,Q9NS86
AGO1,Q9UL18
RPL13,P26373
DLGAP4,Q9Y2H0
IKBKAP,O95163
ACOT4,Q8N9L9
C8orf76,Q96K31
SMO,Q99835
ACOT6,Q3I5F7
NARS2,Q96I59
ZHX1-C8ORF76,Q96EF9
AKNAD1,Q5T1N1
FAM206A,Q9NX38
MESDC1,Q9H1K6
SLCO5A1,Q9H2Y9
TAF1,P21675
FAM118B,Q9BPY3
C15orf26,Q6P656
ZHX1,Q9UKY1
KLHL41,O60662
DNAL1,Q4LDG9
SMG1,Q96Q15
NOTCH3,Q9UM47
RINL,Q6ZS11
THADA,Q6YHU6
NLRP12,P59046
PRDM14,Q9GZV8
L3MBTL3,Q96JM7
BIRC5,O15392
SPINK2,P20155
PDE3A,Q14432
CRELD2,Q6UXH1
TENM4,Q6N022
GPSM2,P81274
SRPR,P08240
FAM181B,A6NEQ2
UNC5C,O95185
MYADM,Q96S97
RAD51AP1,Q96B01
CPNE7,Q9UBL6
ACMSD,Q8TDX5
AHCYL2,Q96HN2
MTERFD2,Q7Z6M4
AES,Q08117
CCDC135,Q8IY82
GPR124,Q96PE1
AP3B1,O00203
NCOA2,Q15596
CTNNAL1,Q9UBT7
TREX1,Q9NSU2
SLCO1C1,Q9NYB5
EPHX3,Q9H6B9
REST,Q13127
DAP3,P51398
GNA11,P29992
PRCP,P42785
AGO3,Q9H9G7
IL16,Q14005
PRKCG,P05129
PIM3,Q86V86
TMEM164,Q5U3C3
FAM200B,P0CF97
GNA15,P30679
TMEM245,Q9H330
FASTKD1,Q53R41
S1PR4,O95977
VOPP1,Q96AW1
THPO,P40225
FRRS1L,Q9P0K9
MYL9,P24844
NOA1,Q8NC60
TGIF2,Q9GZN2
CLCC1,Q96S66
BRF2,Q9HAW0
ATAD2,Q6PL18
DHRS3,O75911
BRD4,O60885
PDHA2,P29803
GPBP1,Q86WP2
EPB41L4B,Q9H329
STPG2,Q8N412
ZNF750,Q32MQ0
C20orf24,Q9BUV8
FOXRED1,Q96CU9
CALCR,P30988
BST1,Q10588
ALDH1L1,O75891
NCLN,Q969V3
C11orf82,Q8IXT1
PNMA1,Q8ND90
SIRT2,Q8IXJ6
KATNB1,Q9BVA0
AADACL4,Q5VUY2
STARD5,Q9NSY2
POLR2B,P30876
AADACL3,Q5VUY0
CD99L2,Q8TCZ2
HNRNPH1,P31943
SHISA5,Q8N114
C1orf158,Q8N1D5
B3GNTL1,Q67FW5
CCNT2,O60583
TEKT2,Q9UIF3
RAB11FIP1,Q6WKZ4
PTPN3,P26045
CHRD,Q9H2X0
TMC7,Q7Z402
SLA2,Q9H6Q3
AKAP8,O43823
OSBPL3,Q9H4L5
AMMECR1,Q9Y4X0
ADPRHL2,Q9NX46
DPEP1,P16444
WDR47,O94967
TMEM235,A6NFC5
ELMSAN1,Q6PJG2
COL8A2,P25067
RAB30,Q15771
SOCS3,O14543
PALM2,Q8IXS6
FITM1,A5D6W6
GNG2,P59768
CELF5,Q8N6W0
TAF13,Q15543
TMC3,Q7Z5M5
TRAPPC3,O43617
PRAMEF12,O95522
CHMP1A,Q9HD42
TMEM167B,Q9NRX6
PRAMEF1,O95521
RARG,P13631
SEPT14,Q6ZU15
PYDC2,Q56P42
FAM71C,Q8NEG0
TRAM1,Q15629
PRAMEF11,O60813
HNRNPCL1,O60812
OGT,O15294
SPATA33,Q96N06
PRAMEF2,O60811
ZNF713,Q8N859
C1orf194,Q5T5A4
COQ7,Q99807
PRAMEF4,O60810
RAP1GDS1,P52306
RGAG1,Q8NET4
PRAMEF10,O60809
IL17REL,Q6ZVW7
PRAMEF7,Q5VXH5
INPP5K,Q9BT40
SIVA1,O15304
CD38,P28907
C14orf166,Q9Y224
AKAP2,Q9Y2D5
PSME1,Q06323
TTLL8,A6PVC2
MAP3K19,Q56UN5
PRAMEF6,Q5VXH4
SAMD3,Q8N6K7
C9orf152,Q5JTZ5
NDRG3,Q9UGV2
GOT1L1,Q8NHS2
LRTM1,Q9HBL6
ADRB3,P13945
GBAS,O75323
EIF4EBP1,Q13541
TXN,P10599
MEX3B,Q6ZN04
TNFRSF13B,O14836
MAP7D1,Q3KQU3
WNT5A,P41221
NFIC,P08651
PCF11,O94913
STAC,Q99469
TXNDC8,Q6A555
CDK10,Q15131
PPIG,Q13427
CHRDL1,Q9BU40
PRAMEF22,A3QJZ6
UHRF1BP1L,A0JNW5
MLC1,Q15049
ITPRIPL2,Q3MIP1
WDYHV1,Q96HA8
PRAMEF26,H0Y7S4
LHFPL2,Q6ZUX7
KIFC3,Q9BVG8
PRAMEF3,Q5TYW8
LACTB2,Q53H82
PTGR2,Q8N8N7
PRAMEF5,Q5TYX0
KIAA1324,Q6UXG2
TIRAP,P58753
EFTUD1,Q7Z2Z2
PGS1,Q32NB8
METRNL,Q641Q3
HMGB3,O15347
ASH2L,Q9UBL3
NFKBIB,Q15653
XKR9,Q5GH70
DYRK4,Q9NR20
GPR50,Q13585
EMC9,Q9Y3B6
SYT17,Q9BSW7
ACTBL2,Q562R1
IGFBP7,Q16270
DCPS,Q96C86
ARSB,P15848
FGFBP1,Q14512
AKT1,P31749
CYCS,P99999
ANKRD42,Q8N9B4
FBXO32,Q969P5
C19orf77,O75264
FGFBP2,Q9BYJ0
SLCO1B3,Q9NPD5
VMA21,Q3ZAQ7
CLEC19A,Q6UXS0
PASK,Q96RG2
PRAMEF8,Q5VWM4
CCDC173,Q0VFZ6
DOHH,Q9BU89
PLK2,Q9NYY3
PRAMEF9,Q5VWM5
PRAMEF13,Q5VWM6
SVEP1,Q4LDE5
PHOSPHO2,Q8TCD6
PRAMEF18,Q5VWM3
TSPAN5,P62079
TMEM200A,Q86VY9
ERC2,O15083
SMLR1,H3BR10
FGF12,P61328
PRAMEF16,Q5VWM1
SARS2,Q9NP81
DSN1,Q9H410
PSME2,Q9UL46
GNGT1,P63211
ATXN3,P54252
ACTR6,Q9GZN1
PASD1,Q8IV76
EID3,Q8N140
AKAP8L,Q9ULX6
KLHL38,Q2WGJ6
SPATA2L,Q8IUW3
MOV10L1,Q9BXT6
FAM154B,Q658L1
EYA1,Q99502
PFKFB4,Q16877
GOLGA6L10,A6NI86
SARS,P49591
EPHB3,P54753
VPS9D1,Q9Y2B5
GOLGA6L9,A6NEM1
C7orf31,Q8N865
ANXA13,P27216
CHST11,Q9NPF2
DMGDH,Q9UI17
GON4L,Q3T8J9
DCLK3,Q9C098
TFPI2,P48307
MRPS12,O15235
RPS17,P08708
PRRG3,Q9BZD7
MUSK,O15146
KCNH4,Q9UQ05
MADD,Q8WXG6
MAGEF1,Q9HAY2
CCDC90B,Q9GZT6
MB21D2,Q8IYB1
TMC5,Q6UXY8
ST3GAL4,Q11206
MPRIP,Q6WCQ1
WIZ,O95785
KLHL23,Q8NBE8
LPAR1,Q92633
EIF4E,P06730
NID2,Q14112
OR2K2,Q8NGT1
HRASLS,Q9HDD0
PRAMEF21,Q5VT98
CACNG7,P62955
ZNF276,Q8N554
PRAMEF15,Q5VWM5
MRPS17,Q9Y2R5
FATE1,Q969F0
TRANK1,O15050
CACNG8,Q8WXS5
CELSR2,Q9HCU4
SOGA1,O94964
NPVF,Q9HCQ7
PRAMEF14,Q5SWL7
CACNG6,Q9BXT2
PRAMEF19,Q5SWL8
SYT11,Q9BT88
STRIP2,Q9ULQ0
NFE2L3,Q9Y4A8
PRAMEF17,Q5VTA0
FZR1,Q9UM11
SMKR1,H3BMG3
PSPH,P78330
PRAMEF20,Q5VT98
FBXO17,Q96EF6
PROM1,O43490
THRAP3,Q9Y2W1
LRRC38,Q5VT99
CNGB1,Q14028
PTGDR,Q13258
FAM91A1,Q658Y4
DNAH17,Q9UFH2
FBXO27,Q8NI29
IL15RA,Q13261
TLDC2,A0PJX2
VSTM1,Q6UX27
SSB,P05455
STAR,P49675
CNGA2,Q16280
TARM1,B6A8C7
RPS17L,P0CW22
RIT1,Q92963
SH3D21,A4FU49
PDPN,Q86YL7
BEND7,Q8N7W2
NRF1,Q16656
MFSD12,Q6NUT3
LSM1,O15116
HNRNPA2B1,P22626
EPB41L2,O43491
PANX2,Q96RD6
RASAL3,Q86YV0
EVA1B,Q9NVM1
EPM2AIP1,Q7L775
ZNF410,Q86VK4
PSRC1,Q6PGN9
MFSD5,Q6N075
ACRC,Q96QF7
OSCAR,Q8IYS5
MAGEA4,P43358
RAB3GAP1,Q15042
PGLYRP2,Q96PD5
CCT6A,P40227
BAG4,O95429
GDE1,Q9NZC3
HABP2,Q14520
SAMHD1,Q9Y3Z3
C19orf71,A6NCJ1
TRABD,Q9H4I3
MYBPHL,A2RUH7
GAPT,Q8N292
METAP1,P53582
AKAP3,O75969
PRDM2,Q13029
STK40,Q8N2I9
TEPP,Q6URK8
KIAA0368,Q5VYK3
NDUFA3,O95167
PTGER2,P43116
SLCO1B7,G3V0H7
CYP4F22,Q6NT55
ESPL1,Q14674
KIAA0907,Q7Z7F0
ZNF319,Q9P2F9
RAPGEF3,O95398
ZNF483,Q8TF39
CCP110,O43303
ATP13A5,Q4VNC0
TFPT,P0C1Z6
KLF15,Q9UIH9
TXNDC16,Q9P2K2
RXFP4,Q8TDU9
FER1L6,Q2WGJ9
DDHD2,O94830
BHMT2,Q9H2M3
TMEM65,Q6PI78
KIRREL3,Q8IZU9
FANCA,O15360
PPP1R7,Q15435
LSM10,Q969L4
USB1,Q9BQ65
SORT1,Q99523
CXCR3,P49682
ADH5,P11766
CPEB1,Q9BZB8
CCDC37,Q494V2
RAB3C,Q96E17
NDUFA9,Q16795
NHSL2,Q5HYW2
C5orf60,A6NFR6
HMG20B,Q9P0W2
PTGR1,Q14914
CCDC66,A2RUB6
UCN2,Q96RP3
RGAG4,Q5HYW3
UBE2H,P62256
POLR2J3,Q9GZM3
PSMA5,P28066
CBY3,A6NI87
GABRE,P78334
OSCP1,Q8WVF1
ZBTB42,B2RXF5
VPS8,Q8N3P4
DNAJC25,Q9H1X3
CYP4F3,Q08477
SLC41A2,Q96JW4
SYPL2,Q5VXT5
TRMT12,Q53H54
GNG10,P50151
PAK4,O96013
RNF139,Q8WU17
SPDYE2,Q495Y8
TUBGCP6,Q96RT7
MMP15,P51511
RBL1,P28749
NCCRP1,Q6ZVX7
ATXN7L2,Q5T6C5
PITPNA,Q00169
HCRT,O43612
SYCN,Q0VAF6
ETS1,P14921
IFNL3,Q8IZI9
CEP170B,Q9Y4F5
IFNL2,Q8IZJ0
PAK3,O75914
CYB561D1,Q8N8Q1
IFNL1,Q8IU54
CYP4F12,Q9HCS2
MYBPC3,Q14896
LRFN1,Q9P244
CANX,P27824
PLD6,Q8N2A8
SLCO1B1,Q9Y6L6
AMIGO1,Q86WK6
MLH1,P40692
C9orf84,Q5VXU9
GHDC,Q8N2G8
TATDN1,Q6P1N9
C16orf80,Q9Y6A4
MSC,O60682
FLI1,Q01543
GPR61,Q9BZJ8
RASA4,O43374
GMFG,O60234
ZFP36L2,P47974
AP3B2,Q13367
ZC3HC1,Q86WB0
UGCG,Q16739
CSNK2A2,P19784
ANO7,Q6IWH7
MRPS15,P82914
TRPA1,O75762
GNAI3,P08754
BET1L,Q9NYM9
PRPF31,Q8WWY3
CCDC113,Q9H0I3
DLG2,Q15700
SLCO1A2,P46721
ADH4,P08319
OR10H2,O60403
FLCN,Q8NFG4
MAML1,Q92585
OR10H3,O60404
GNAT2,P19087
OR10H5,Q8NGA6
OR10H1,Q9Y4A9
PDE4D,Q08499
TECRL,Q5HYJ1
GTF2A1L,Q9UNN4
PLEKHH2,Q8IVE3
LTC4S,Q16873
MAGEA10,P43363
C16orf62,Q7Z3J2
SAMD4B,Q5PRF9
KCNB2,Q92953
DVL2,O14641
GIPC3,Q8TF64
SUSD1,Q6UWL2
ZXDC,Q2QGD7
CYP4F2,P78329
TBXA2R,P21731
COL7A1,Q02388
MROH8,Q9H579
ADH6,P28332
TERF1,P54274
IMPG2,Q9BZV3
PRSS54,Q6PEW0
DEPDC4,Q8N2C3
ARHGEF2,Q92974
NRAP,Q86VF7
SLC43A2,Q8N370
CNOT3,O75175
GPR137C,Q8N3F9
SPIRE2,Q8WWL2
PFDN5,Q99471
GABRA3,P34903
KAZN,Q674X7
CSF3R,Q99062
SCGB1C1,Q8TD33
GNG11,P61952
GINS3,Q9BRX5
NDUFB9,Q9Y6M9
CACTIN,Q8WUQ7
RNF31,Q96EP0
ODF3,Q96PU9
TMEM51,Q9NW97
SPI1,P17947
BET1,O15155
C1orf195,Q5TG92
ADH1A,P07327
LENG1,Q96BZ8
PLD4,Q96BZ4
STAT5B,P51692
SLC48A1,Q6P1K1
CYP4F11,Q9HBI6
KCNJ1,P48048
PTBP3,O95758
ZRANB3,Q5FWF4
RPN2,P04844
GABRQ,Q9UN88
METTL5,Q9NRN9
ATP13A4,Q4VNC1
EPHA5,P54756
UBTD1,Q9HAC8
CBX3,Q13185
KCNJ5,P48544
SLC39A13,Q96H72
RIC8A,Q9NPQ8
FSD2,A1L4K1
HDAC10,Q969S8
BHMT,Q93088
FN1,P02751
C11orf45,Q8TAV5
PIP5K1C,O60331
WHAMM,Q8TF30
CAPN6,Q9Y6Q1
HSDL2,Q6YN16
AMPD2,Q01433
TP53AIP1,Q9HCN2
SCYL2,Q6P3W7
SBSPON,Q8IVN8
SNX10,Q9Y5X0
COL1A2,P08123
COPS3,Q9UNS2
KIAA0087,Q14695
C7orf71,A4D174
KIAA1958,Q8N8K9
RPL7,P18124
SUMF2,Q8NBJ7
HOMER2,Q9NSB8
GRIK3,Q13003
TMC4,Q7Z404
MTSS1,O43312
IL2RA,P01589
INIP,Q9NRY2
GSTM4,Q03013
PAF1,Q8N7H5
GHRH,P01286
SKAP2,O75563
SNX30,Q5VWJ9
MANBAL,Q9NQG1
SENP7,Q9BQF6
UROC1,Q96N76
SLC46A2,Q9BY10
FHAD1,B1AJZ9
DCX,O43602
SSR2,P43308
TJP3,O95049
ERO1L,Q96HE7
HDLBP,Q00341
KLHDC10,Q6PID8
FAM208A,Q9UK61
ZFP37,Q9Y6Q3
KNOP1,Q1ED39
ADH1B,P00325
VARS2,Q5ST30
SLC31A2,O15432
TCF25,Q9BQ70
GALNT8,Q9NY28
SRC,P12931
IRF9,Q00978
MAGEA6,P43360
KCNA6,P17658
PHF23,Q9BUL5
KCNA1,Q09470
CENPC,Q03188
ARHGAP32,A7KAX9
AHNAK2,Q8IVF2
KCNA5,P22460
GSTM2,P28161
TMEM126B,Q8IUX1
FAM103A1,Q9BTL3
HOXA1,P49639
MAGEA2B,P43356
IQCK,Q8N0W5
RDH10,Q8IZV5
ANKRD2,Q9GZV1
ZC3H12A,Q5D1E8
SCARF1,Q14162
PSMC3,P17980
C15orf40,Q8WUR7
STAT5A,P42229
TMEM126A,Q9H061
C12orf10,Q9HB07
SIRT3,Q9NTG7
HOGA1,Q86XE5
PRPF18,Q99633
IAPP,P10997
FKBP15,Q5T1M5
EFHD2,Q96C19
SLC31A1,O15431
BLCAP,P62952
APBA3,O96018
MEAF6,Q9HAF1
ADH7,P40394
FAM161B,Q96MY7
CDC26,Q8NHZ8
PSMC6,P62333
