"from","to","neighborhood","neighborhood_transferred","fusion","cooccurence","homology","coexpression","coexpression_transferred","experiments","experiments_transferred","database","database_transferred","textmining","textmining_transferred","combined_score","i.weight"
"9606.ENSP00000257290","9606.ENSP00000263967",258,462,225,506,730,160,65,566,88,900,312,506,147,956,0.198235606787209
"9606.ENSP00000257290","9606.ENSP00000274335",258,238,225,506,618,160,65,961,100,900,312,358,71,997,0.0177310018616931
"9606.ENSP00000257290","9606.ENSP00000300574",258,284,225,506,610,160,65,966,89,900,312,168,65,997,0.092598088366364
"9606.ENSP00000257290","9606.ENSP00000309845",258,462,225,506,636,160,65,966,113,800,312,517,149,917,0.17745186540937
"9606.ENSP00000257290","9606.ENSP00000330382",258,283,225,506,612,160,65,961,73,900,312,582,187,998,0.127574337165473
"9606.ENSP00000257290","9606.ENSP00000341940",258,65,225,506,624,160,65,564,145,900,312,92,180,954,0.127437024942583
"9606.ENSP00000257290","9606.ENSP00000343204",258,284,225,506,619,160,65,576,80,900,312,262,125,962,0.0930604378953564
"9606.ENSP00000257290","9606.ENSP00000358548",258,462,225,506,625,160,65,159,113,800,312,503,149,914,0.00127421867426956
"9606.ENSP00000257290","9606.ENSP00000361125",258,462,225,506,629,160,65,576,145,800,312,510,188,954,0.107261421837218
"9606.ENSP00000257290","9606.ENSP00000384675",258,462,225,506,618,160,69,575,102,900,312,139,105,921,0.212188627143796
"9606.ENSP00000257290","9606.ENSP00000401303",258,238,225,506,643,160,65,575,206,900,312,289,65,940,0.205040579766695
"9606.ENSP00000257904","9606.ENSP00000261254",258,71,5,499,892,160,106,982,684,900,312,963,761,999,0.231080676364028
"9606.ENSP00000257904","9606.ENSP00000262662",258,71,5,330,715,160,112,992,149,900,312,961,370,999,0.277695676074602
"9606.ENSP00000257904","9606.ENSP00000265741",258,71,2,472,878,160,112,842,110,900,312,987,627,918,0.0882292536130186
"9606.ENSP00000257904","9606.ENSP00000267163",258,71,2,524,634,160,79,999,325,900,312,960,485,999,0.010106206615971
"9606.ENSP00000257904","9606.ENSP00000269305",258,71,2,524,652,160,75,292,313,900,312,973,585,988,0.132806939338197
"9606.ENSP00000257904","9606.ENSP00000276925",258,71,4,495,664,160,110,987,149,900,312,972,695,999,0.401957450370367
"9606.ENSP00000257904","9606.ENSP00000337056",258,71,4,443,653,160,81,954,149,900,312,812,370,999,0.157334616107828
"9606.ENSP00000257904","9606.ENSP00000362082",258,71,4,407,704,160,76,999,684,900,312,972,761,999,0.00261116775297845
"9606.ENSP00000257904","9606.ENSP00000362287",258,71,4,407,704,160,112,999,194,900,312,46,78,903,0.0738931793418483
"9606.ENSP00000257904","9606.ENSP00000362300",258,71,4,407,704,160,112,999,194,900,312,41,78,903,0.0221416778238097
"9606.ENSP00000257904","9606.ENSP00000362306",258,71,4,407,704,160,112,999,194,900,312,41,78,903,0.0365754226335523
"9606.ENSP00000257904","9606.ENSP00000394932",258,71,4,488,683,160,85,999,149,900,312,980,695,999,0.558401437946035
"9606.ENSP00000258774","9606.ENSP00000417281",258,229,365,501,951,160,90,569,315,900,312,108,167,906,0.0746729289192542
"9606.ENSP00000259555","9606.ENSP00000264818",258,199,346,210,983,160,112,576,111,900,312,73,169,903,0.101911306474225
"9606.ENSP00000259555","9606.ENSP00000343957",258,199,346,210,983,160,112,564,111,900,312,164,66,954,0.249928367629205
"9606.ENSP00000259555","9606.ENSP00000369553",258,199,346,210,983,160,112,564,111,900,312,752,66,901,0.272338950890242
"9606.ENSP00000259555","9606.ENSP00000369558",258,199,346,210,985,160,112,564,111,900,312,721,66,901,0.19019424982229
"9606.ENSP00000259555","9606.ENSP00000369566",258,199,346,210,985,160,112,564,111,900,312,724,66,901,0.240801561535189
"9606.ENSP00000259555","9606.ENSP00000369574",258,199,346,210,986,160,112,564,111,900,312,752,66,901,0.250704705066075
"9606.ENSP00000259555","9606.ENSP00000369581",258,199,346,210,834,160,112,564,111,900,312,312,104,905,0.128253389284002
"9606.ENSP00000259555","9606.ENSP00000377218",258,199,346,210,834,160,112,564,111,900,312,64,104,902,0.0340211356552585
"9606.ENSP00000259555","9606.ENSP00000380073",258,199,346,210,834,160,112,564,111,900,312,62,104,902,0.0439895942481082
"9606.ENSP00000261254","9606.ENSP00000262662",258,88,570,231,683,160,71,982,227,800,312,636,541,924,0.242340602504067
"9606.ENSP00000261254","9606.ENSP00000265741",258,88,570,231,683,160,71,899,360,900,312,81,599,973,0.181109586690782
"9606.ENSP00000261254","9606.ENSP00000267163",258,88,570,231,683,160,71,959,436,900,312,903,486,999,0.0155828678129135
"9606.ENSP00000261254","9606.ENSP00000276925",258,88,570,231,716,160,73,569,360,800,312,631,599,923,0.0877069824958628
"9606.ENSP00000261254","9606.ENSP00000329357",258,88,570,231,698,160,113,576,213,900,312,243,101,921,0.0587842227255279
"9606.ENSP00000261254","9606.ENSP00000337056",258,88,570,231,698,160,113,576,243,800,312,568,91,909,0.0288815909219081
"9606.ENSP00000261254","9606.ENSP00000362082",258,88,570,231,968,160,72,576,69,900,312,871,119,902,0.267447599921493
"9606.ENSP00000261254","9606.ENSP00000394932",258,88,570,231,643,160,73,804,149,900,312,710,146,993,0.069146192695598
"9606.ENSP00000261383","9606.ENSP00000265104",258,462,570,522,802,160,114,159,222,900,312,346,93,907,0.346791923715052
"9606.ENSP00000261383","9606.ENSP00000273130",258,462,570,522,802,160,114,159,95,900,312,80,141,915,0.157517204568029
"9606.ENSP00000261383","9606.ENSP00000303585",258,462,570,522,802,160,108,159,149,900,312,128,445,952,0.0417992541372659
"9606.ENSP00000261383","9606.ENSP00000311273",258,462,570,522,955,160,140,159,149,900,312,450,82,912,0.305712048988993
"9606.ENSP00000261383","9606.ENSP00000354791",258,462,570,522,707,160,110,159,194,900,312,160,538,962,0.057227279633663
"9606.ENSP00000261383","9606.ENSP00000367841",258,462,570,522,707,160,80,159,297,900,312,154,201,938,0.026060766416548
"9606.ENSP00000261383","9606.ENSP00000373825",258,462,570,522,864,160,108,159,245,900,312,91,188,902,0.510736847332939
"9606.ENSP00000261383","9606.ENSP00000380378",258,462,570,522,802,160,94,159,414,900,312,160,555,971,0.0423655043786182
"9606.ENSP00000261383","9606.ENSP00000401514",258,462,570,522,911,160,175,159,149,900,312,357,175,917,0.119506252248631
"9606.ENSP00000261383","9606.ENSP00000408910",258,462,570,522,911,160,73,159,102,900,312,195,126,908,0.159368699715051
"9606.ENSP00000262189","9606.ENSP00000264515",258,63,382,360,614,160,71,702,318,900,312,748,442,967,0.152073642146206
"9606.ENSP00000262189","9606.ENSP00000367203",258,63,382,360,611,160,72,573,281,900,312,923,614,989,0.431099526777876
"9606.ENSP00000262189","9606.ENSP00000384048",258,63,382,360,609,160,115,716,107,900,312,816,152,955,0.719145299296429
"9606.ENSP00000262662","9606.ENSP00000276925",258,179,183,395,854,160,96,999,102,900,312,870,518,913,0.00527395610135059
"9606.ENSP00000262662","9606.ENSP00000329357",258,176,183,403,854,160,86,103,91,900,312,124,90,917,0.220737745626246
"9606.ENSP00000262662","9606.ENSP00000337056",258,176,183,491,901,160,86,288,110,900,312,891,377,913,0.0511136934579097
"9606.ENSP00000262662","9606.ENSP00000362082",258,176,183,441,901,160,78,293,79,800,312,585,89,913,0.0605232695811967
"9606.ENSP00000262662","9606.ENSP00000362287",258,176,183,441,901,160,78,293,95,900,312,41,103,911,0.0804301600489021
"9606.ENSP00000262662","9606.ENSP00000362300",258,176,183,441,901,160,78,293,95,900,312,41,103,911,0.157492184001534
"9606.ENSP00000262662","9606.ENSP00000362306",258,176,183,441,901,160,78,293,95,900,312,41,103,911,0.0842649912832607
"9606.ENSP00000262662","9606.ENSP00000394932",258,84,183,404,821,160,132,564,119,900,312,815,518,961,0.193824952977788
"9606.ENSP00000263816","9606.ENSP00000307046",258,462,6,369,817,160,71,569,149,900,312,92,64,905,0.0665106660108696
"9606.ENSP00000263923","9606.ENSP00000263967",258,462,5,267,618,160,65,576,88,900,312,472,147,953,0.207946847969168
"9606.ENSP00000263923","9606.ENSP00000274335",258,238,5,267,610,160,65,576,100,900,312,163,78,918,0.0557666011995407
"9606.ENSP00000263923","9606.ENSP00000282588",258,462,5,267,918,160,65,812,149,900,312,206,64,917,0.703414857601922
"9606.ENSP00000263923","9606.ENSP00000297904",258,284,5,267,619,160,65,576,222,900,312,963,737,999,0.101254764641194
"9606.ENSP00000263923","9606.ENSP00000300574",258,81,5,267,609,160,65,897,89,800,312,859,65,996,0.203411085828095
"9606.ENSP00000263923","9606.ENSP00000303351",258,101,5,267,630,160,65,897,77,900,312,502,87,950,0.387169022909247
"9606.ENSP00000263923","9606.ENSP00000314897",258,86,5,267,624,160,68,576,63,800,312,949,78,989,0.543418411317336
"9606.ENSP00000263923","9606.ENSP00000330382",258,283,5,267,671,160,65,567,73,800,312,643,177,936,0.627919647085466
"9606.ENSP00000263923","9606.ENSP00000331504",258,283,5,267,642,160,65,567,80,900,312,181,187,909,0.118836234511526
"9606.ENSP00000263923","9606.ENSP00000340944",258,65,5,267,782,160,65,564,83,900,312,886,381,996,0.243598170035158
"9606.ENSP00000263923","9606.ENSP00000341189",258,65,5,267,627,160,65,564,79,900,312,561,148,925,0.108235226500383
"9606.ENSP00000263923","9606.ENSP00000352336",258,238,5,267,609,160,65,564,81,800,312,67,78,914,0.199818878118521
"9606.ENSP00000263923","9606.ENSP00000359635",258,86,5,267,611,160,65,808,75,800,312,659,223,942,0.0135012395730388
"9606.ENSP00000263923","9606.ENSP00000361125",258,86,5,267,626,160,65,999,64,900,312,981,334,999,0.032940099716036
"9606.ENSP00000263923","9606.ENSP00000384675",258,462,5,267,615,160,69,576,102,900,312,138,105,921,0.214029854210264
"9606.ENSP00000263923","9606.ENSP00000401303",258,238,5,267,654,160,65,961,206,900,312,890,424,999,0.210792964488475
"9606.ENSP00000263923","9606.ENSP00000428340",258,462,5,267,615,160,65,576,63,800,312,818,130,966,0.00186052446971039
"9606.ENSP00000263923","9606.ENSP00000451040",258,462,5,267,615,160,65,576,149,800,312,828,93,964,0.238700852539983
"9606.ENSP00000263967","9606.ENSP00000264316",258,164,5,213,642,160,112,893,88,800,312,209,482,915,0.0595703024843112
"9606.ENSP00000263967","9606.ENSP00000264818",258,164,5,213,642,160,140,893,88,900,312,60,482,949,0.115578622689654
"9606.ENSP00000263967","9606.ENSP00000265382",258,164,5,213,642,160,70,158,149,900,312,68,167,922,0.109713192493642
"9606.ENSP00000263967","9606.ENSP00000269305",258,164,5,213,706,160,65,694,103,900,312,948,87,948,0.0297434796774783
"9606.ENSP00000263967","9606.ENSP00000274335",258,164,5,213,628,160,65,999,568,900,312,728,174,999,0.301818323711544
"9606.ENSP00000263967","9606.ENSP00000275493",258,164,5,213,628,160,70,999,105,900,312,796,488,988,0.0363504615654705
"9606.ENSP00000263967","9606.ENSP00000288135",258,164,5,213,609,160,66,576,149,900,312,398,147,950,0.00374265316575256
"9606.ENSP00000263967","9606.ENSP00000289153",258,164,5,213,898,160,73,576,960,900,312,949,128,909,0.326853547433332
"9606.ENSP00000263967","9606.ENSP00000297904",258,164,5,213,898,160,73,571,105,900,312,151,97,911,0.0819683646530374
"9606.ENSP00000263967","9606.ENSP00000300574",258,164,5,213,898,160,73,527,102,900,312,159,428,974,0.39842938348887
"9606.ENSP00000263967","9606.ENSP00000303351",258,164,5,213,898,160,73,576,214,900,312,195,146,925,0.295041471931505
"9606.ENSP00000263967","9606.ENSP00000307046",258,164,5,213,898,160,66,992,239,900,312,61,104,906,0.126047053392587
"9606.ENSP00000263967","9606.ENSP00000309845",258,164,5,213,898,160,73,960,149,900,312,972,372,999,0.298716870171207
"9606.ENSP00000263967","9606.ENSP00000314897",258,164,5,213,898,160,72,960,86,900,312,163,201,912,0.107185221012605
"9606.ENSP00000263967","9606.ENSP00000329357",258,164,5,213,898,160,70,576,74,900,312,62,64,907,0.393294490909275
"9606.ENSP00000263967","9606.ENSP00000330382",258,164,5,213,898,160,70,576,104,900,312,204,107,916,0.126938229845801
"9606.ENSP00000263967","9606.ENSP00000340944",258,164,5,213,898,160,70,668,99,900,312,255,763,980,0.392630908603552
"9606.ENSP00000263967","9606.ENSP00000341189",258,164,5,213,898,160,89,572,104,900,312,290,199,972,0.337827915175124
"9606.ENSP00000263967","9606.ENSP00000343204",258,164,5,213,898,160,89,572,88,900,312,160,482,955,0.464150860643924
"9606.ENSP00000263967","9606.ENSP00000347032",258,164,5,213,898,160,124,569,149,900,312,60,167,924,0.119706199122237
"9606.ENSP00000263967","9606.ENSP00000352121",258,164,5,213,830,160,73,567,104,900,312,908,107,915,0.241782037913985
"9606.ENSP00000263967","9606.ENSP00000352336",258,164,5,213,830,160,73,567,254,900,312,44,376,949,0.000738371987083838
"9606.ENSP00000263967","9606.ENSP00000352575",258,164,5,213,830,160,73,567,97,900,312,100,106,917,0.0176120249079022
"9606.ENSP00000263967","9606.ENSP00000358548",258,164,5,213,749,160,66,576,960,900,312,972,372,999,0.192291918437712
"9606.ENSP00000263967","9606.ENSP00000360777",258,164,5,213,749,160,74,576,97,900,312,43,106,912,0.00136652543191929
"9606.ENSP00000263967","9606.ENSP00000361021",258,164,5,213,749,160,71,576,724,900,312,871,767,999,0.289012698982458
"9606.ENSP00000263967","9606.ENSP00000361125",258,164,5,213,749,160,71,576,94,900,312,472,353,944,0.0937736625411993
"9606.ENSP00000263967","9606.ENSP00000362082",258,164,5,213,749,160,71,567,197,900,312,235,198,933,0.142671993295326
"9606.ENSP00000263967","9606.ENSP00000369375",258,164,5,213,901,160,73,201,88,900,312,181,147,927,0.121701119116231
"9606.ENSP00000263967","9606.ENSP00000373399",258,164,5,213,901,160,73,201,149,900,312,112,167,928,0.148123837588127
"9606.ENSP00000263967","9606.ENSP00000384675",258,164,5,213,901,160,75,566,73,900,312,163,349,942,0.478113731103965
"9606.ENSP00000263967","9606.ENSP00000386896",258,164,5,213,901,160,73,566,81,900,312,163,192,912,0.0661074185562529
"9606.ENSP00000263967","9606.ENSP00000392423",258,164,5,213,901,160,73,566,101,900,312,81,110,904,0.00824706554473697
"9606.ENSP00000263967","9606.ENSP00000394932",258,164,5,213,901,160,73,566,105,900,312,581,97,961,0.0455378149389531
"9606.ENSP00000263967","9606.ENSP00000401303",258,164,5,213,901,160,65,566,99,900,312,294,496,961,0.113249698905323
"9606.ENSP00000263967","9606.ENSP00000409667",258,164,5,213,901,160,74,576,298,900,312,80,200,943,0.202370702345574
"9606.ENSP00000263967","9606.ENSP00000428340",258,164,5,213,901,160,70,576,191,900,312,160,187,912,0.0440197325164001
"9606.ENSP00000263967","9606.ENSP00000449241",258,164,5,213,901,160,71,201,252,900,312,143,102,910,0.0509160639020357
"9606.ENSP00000263967","9606.ENSP00000451040",258,164,5,213,901,160,71,201,105,900,312,163,97,912,0.0914194145855838
"9606.ENSP00000264218","9606.ENSP00000356162",258,252,296,316,612,160,64,211,111,900,312,167,222,913,0.162912585016776
"9606.ENSP00000264316","9606.ENSP00000352121",258,238,296,301,639,160,65,576,88,800,312,207,482,915,0.373494582209204
"9606.ENSP00000264515","9606.ENSP00000301067",258,159,1,266,640,160,83,989,318,900,312,756,442,999,0.101258587162242
"9606.ENSP00000264515","9606.ENSP00000367203",258,159,2,266,619,160,75,941,223,900,312,505,403,981,0.241547585771843
"9606.ENSP00000264515","9606.ENSP00000382863",258,159,2,266,619,160,113,564,577,900,312,504,181,979,0.0743999695885847
"9606.ENSP00000264515","9606.ENSP00000384048",258,159,2,266,619,160,113,852,577,900,312,748,103,963,0.256612056622452
"9606.ENSP00000264818","9606.ENSP00000270139",258,462,57,527,622,160,65,999,80,900,312,927,107,999,0.0498579094673186
"9606.ENSP00000264818","9606.ENSP00000274335",258,238,57,527,629,160,65,576,84,900,312,92,78,960,0.0842547623584469
"9606.ENSP00000264818","9606.ENSP00000315768",258,462,57,527,609,160,65,576,240,900,312,972,532,999,0.497765569426172
"9606.ENSP00000264818","9606.ENSP00000340944",258,65,57,527,611,160,65,803,174,900,312,632,448,980,0.267759259479878
"9606.ENSP00000264818","9606.ENSP00000343204",258,284,57,527,936,160,65,812,76,900,312,981,355,981,0.34230632954869
"9606.ENSP00000264818","9606.ENSP00000343957",258,67,57,527,615,160,65,570,106,900,312,503,128,976,0.282043818575395
"9606.ENSP00000264818","9606.ENSP00000369553",258,136,57,527,623,160,65,576,80,900,312,71,166,903,0.0272889792482976
"9606.ENSP00000264818","9606.ENSP00000369554",258,136,57,527,623,160,65,576,80,900,312,397,166,937,0.0355847961373284
"9606.ENSP00000264818","9606.ENSP00000369566",258,136,57,527,623,160,65,576,80,900,312,160,81,916,0.0799472233640986
"9606.ENSP00000264818","9606.ENSP00000369574",258,136,57,527,623,160,65,576,80,900,312,168,81,913,0.0728201898535525
"9606.ENSP00000264818","9606.ENSP00000369581",258,136,57,527,623,160,65,576,80,900,312,236,90,924,0.198105274357419
"9606.ENSP00000264818","9606.ENSP00000380073",258,462,57,527,679,160,65,576,80,900,312,635,107,961,0.262014409977945
"9606.ENSP00000264818","9606.ENSP00000411940",258,82,57,527,618,160,65,571,80,900,312,80,81,908,0.0749115774307664
"9606.ENSP00000264818","9606.ENSP00000412897",258,82,57,527,618,160,65,571,107,900,312,53,140,901,0.0584463108244419
"9606.ENSP00000265104","9606.ENSP00000303585",258,462,2,277,792,160,108,307,149,900,312,324,445,952,0.392943390214937
"9606.ENSP00000265104","9606.ENSP00000354791",258,462,4,277,707,160,110,265,194,900,312,216,538,962,0.0879632315253232
"9606.ENSP00000265104","9606.ENSP00000380378",258,462,4,277,793,160,94,265,414,900,312,103,555,973,0.125292864106265
"9606.ENSP00000265104","9606.ENSP00000401514",258,462,4,277,816,160,94,265,149,900,312,752,68,913,0.0998713642262812
"9606.ENSP00000265104","9606.ENSP00000408910",258,462,4,277,816,160,73,265,102,900,312,181,126,908,0.151435478266378
"9606.ENSP00000265382","9606.ENSP00000266497",258,109,179,263,617,160,98,504,149,900,312,103,167,927,0.0425847160428859
"9606.ENSP00000265382","9606.ENSP00000289153",258,109,179,263,776,160,73,504,149,900,312,63,167,922,0.133728980517256
"9606.ENSP00000265382","9606.ENSP00000303212",258,109,179,263,776,160,65,504,237,900,312,74,88,903,0.0883086159389139
"9606.ENSP00000265382","9606.ENSP00000347032",258,109,179,263,751,160,75,483,230,900,312,203,98,901,0.100037647361613
"9606.ENSP00000265382","9606.ENSP00000352121",258,109,179,263,751,160,106,358,149,900,312,93,167,922,0.16917982662889
"9606.ENSP00000265382","9606.ENSP00000352336",258,109,179,263,751,160,106,358,237,900,312,93,176,914,0.198680382547677
"9606.ENSP00000265382","9606.ENSP00000352575",258,109,179,263,751,160,106,358,237,900,312,93,133,909,0.19153026044125
"9606.ENSP00000265382","9606.ENSP00000356155",258,109,179,263,751,160,106,358,149,900,312,243,167,922,0.102332945731841
"9606.ENSP00000265382","9606.ENSP00000360777",258,109,179,263,964,160,70,358,243,900,312,44,133,909,0.130295794831635
"9606.ENSP00000265382","9606.ENSP00000361021",258,109,179,263,964,160,73,358,245,900,312,86,383,949,0.148077477126121
"9606.ENSP00000265382","9606.ENSP00000409667",258,109,179,263,680,160,77,576,222,900,312,46,370,946,0.256364938184502
"9606.ENSP00000265709","9606.ENSP00000344786",258,176,2,515,676,160,70,576,91,900,312,440,820,995,0.252273492110106
"9606.ENSP00000265709","9606.ENSP00000349588",258,176,2,515,943,160,79,573,91,900,312,636,381,904,0.0860159838629891
"9606.ENSP00000265709","9606.ENSP00000357130",258,176,2,515,618,160,70,812,79,900,312,456,103,990,0.17728506546683
"9606.ENSP00000265709","9606.ENSP00000368314",258,176,2,515,614,160,70,573,108,900,312,159,820,984,0.0409800307765501
"9606.ENSP00000265709","9606.ENSP00000455507",258,179,2,515,625,160,79,962,91,800,312,47,84,964,0.399849006224167
"9606.ENSP00000265724","9606.ENSP00000269305",258,68,696,368,610,160,74,159,101,900,312,913,103,990,0.0759353500214601
"9606.ENSP00000265724","9606.ENSP00000329357",258,85,696,400,611,160,71,564,74,900,312,111,91,912,0.0399439016002567
"9606.ENSP00000265741","9606.ENSP00000267163",258,68,5,497,946,160,79,808,325,900,312,46,485,928,0.145070057259574
"9606.ENSP00000265741","9606.ENSP00000362082",258,68,4,266,653,160,76,567,360,720,312,806,599,992,0.16098513073861
"9606.ENSP00000266497","9606.ENSP00000309845",258,124,527,521,689,160,73,620,149,900,312,56,128,920,0.390309618496424
"9606.ENSP00000266497","9606.ENSP00000352336",258,124,527,521,709,160,81,620,102,900,312,159,83,910,0.0785789200167333
"9606.ENSP00000266497","9606.ENSP00000352575",258,124,527,521,709,160,81,620,97,900,312,159,98,911,0.207299689842235
"9606.ENSP00000266497","9606.ENSP00000360777",258,124,527,521,857,160,74,620,97,900,312,68,98,911,0.00837459327354472
"9606.ENSP00000266497","9606.ENSP00000361021",258,124,527,521,857,160,71,620,190,900,312,107,140,929,0.010131801347226
"9606.ENSP00000266497","9606.ENSP00000372437",258,124,527,521,699,160,76,620,190,900,312,49,140,924,0.0346686888576639
"9606.ENSP00000266497","9606.ENSP00000373399",258,124,527,521,699,160,76,620,149,900,312,303,167,943,0.0323491324140271
"9606.ENSP00000266497","9606.ENSP00000409667",258,124,527,521,699,160,74,620,298,900,312,62,200,942,0.12412204489285
"9606.ENSP00000266646","9606.ENSP00000308716",258,176,13,201,899,160,73,576,119,900,312,816,104,908,0.481586037065701
"9606.ENSP00000267163","9606.ENSP00000269305",258,179,2,501,651,160,79,566,99,900,312,963,198,998,0.163189749001188
"9606.ENSP00000267163","9606.ENSP00000329357",258,179,2,501,651,160,183,962,99,900,312,846,371,999,0.119872670284944
"9606.ENSP00000267163","9606.ENSP00000362082",258,179,2,501,651,160,131,914,436,900,312,564,486,998,0.0997816856398488
"9606.ENSP00000267163","9606.ENSP00000394932",258,179,2,501,650,160,65,564,99,900,312,962,187,996,0.380757482481032
"9606.ENSP00000267163","9606.ENSP00000417281",258,179,2,501,650,160,93,999,99,900,312,623,231,999,0.0378329509719132
"9606.ENSP00000268919","9606.ENSP00000303585",258,119,352,233,639,160,79,576,111,900,312,260,168,937,0.170885828601737
"9606.ENSP00000268919","9606.ENSP00000380378",258,119,352,233,629,160,72,501,105,900,312,213,123,914,0.033618786682213
"9606.ENSP00000269305","9606.ENSP00000275493",258,165,2,527,891,160,78,103,960,900,312,974,78,997,0.114038206686413
"9606.ENSP00000269305","9606.ENSP00000309845",258,165,2,527,891,160,70,567,84,900,312,980,166,992,0.0108856290058932
"9606.ENSP00000269305","9606.ENSP00000329357",258,165,2,527,891,160,70,999,105,900,312,910,106,999,0.217735685613757
"9606.ENSP00000269305","9606.ENSP00000340944",258,165,2,527,891,160,114,726,69,900,312,896,353,930,0.00749157291687146
"9606.ENSP00000269305","9606.ENSP00000341189",258,165,2,527,891,160,114,982,69,900,312,912,110,998,0.0430208707251967
"9606.ENSP00000269305","9606.ENSP00000343535",258,165,2,527,891,160,114,999,69,900,312,912,64,999,0.155073742940719
"9606.ENSP00000269305","9606.ENSP00000349977",258,165,2,527,891,160,223,661,106,900,312,877,107,956,0.0423423681349672
"9606.ENSP00000269305","9606.ENSP00000351015",258,165,2,527,891,160,223,576,106,900,312,942,90,942,0.0561306839699174
"9606.ENSP00000269305","9606.ENSP00000356150",258,165,2,527,891,160,88,999,89,800,312,949,801,999,0.134903650128603
"9606.ENSP00000269305","9606.ENSP00000357380",258,165,2,527,891,160,174,576,106,900,312,913,796,961,0.0969946649363472
"9606.ENSP00000269305","9606.ENSP00000358548",258,165,2,527,891,160,114,488,106,900,312,979,166,982,0.104048442152747
"9606.ENSP00000269305","9606.ENSP00000359345",258,165,2,527,891,160,114,876,106,900,312,877,332,984,0.151393881985895
"9606.ENSP00000269305","9606.ENSP00000361021",258,165,2,527,891,160,114,915,64,900,312,974,321,999,0.0402994360842515
"9606.ENSP00000269305","9606.ENSP00000361125",258,165,2,527,891,160,114,812,64,900,312,961,321,961,0.0801254661114529
"9606.ENSP00000269305","9606.ENSP00000362287",258,165,2,527,891,160,75,856,64,900,312,196,283,916,0.0899097236698282
"9606.ENSP00000269305","9606.ENSP00000362300",258,165,2,527,891,160,75,619,64,900,312,196,283,966,0.11970808453791
"9606.ENSP00000269305","9606.ENSP00000362306",258,165,2,527,891,160,75,619,64,900,312,196,283,916,0.00718822051952831
"9606.ENSP00000269305","9606.ENSP00000394932",258,165,2,527,895,160,71,997,90,900,312,981,173,999,0.135827607177468
"9606.ENSP00000269305","9606.ENSP00000417281",258,165,2,527,895,160,167,999,150,900,312,981,91,999,0.105854714249829
"9606.ENSP00000270139","9606.ENSP00000276927",258,72,1,475,640,160,65,576,100,800,312,720,292,974,0.116872254786155
"9606.ENSP00000270139","9606.ENSP00000315768",258,72,1,475,631,160,65,996,105,900,312,645,371,999,0.196395453065829
"9606.ENSP00000270139","9606.ENSP00000340944",258,72,1,475,632,160,70,564,105,900,312,72,372,956,0.25434278379267
"9606.ENSP00000270139","9606.ENSP00000343204",258,72,1,475,632,160,70,576,105,900,312,623,372,982,0.132427199519257
"9606.ENSP00000270139","9606.ENSP00000343957",258,72,1,475,632,160,70,991,105,900,312,517,588,999,0.457304087965474
"9606.ENSP00000270139","9606.ENSP00000369553",258,72,1,475,632,160,70,576,149,900,312,261,106,965,0.0215771332122554
"9606.ENSP00000270139","9606.ENSP00000369554",258,72,1,475,632,160,70,991,149,900,312,609,106,999,0.0890145523472951
"9606.ENSP00000270139","9606.ENSP00000369571",258,72,1,475,632,160,70,991,149,900,312,313,106,928,0.0567501456455951
"9606.ENSP00000270139","9606.ENSP00000369574",258,72,1,475,632,160,70,991,149,900,312,146,106,910,0.0704382243564568
"9606.ENSP00000270139","9606.ENSP00000369578",258,72,1,475,632,160,70,979,149,800,312,398,106,997,0.0424424120594822
"9606.ENSP00000270139","9606.ENSP00000369581",258,72,1,475,632,160,70,812,222,900,312,466,106,991,0.0526721552480504
"9606.ENSP00000270139","9606.ENSP00000380073",258,72,1,475,632,160,70,812,222,900,312,500,547,947,0.00101539223593784
"9606.ENSP00000270139","9606.ENSP00000411940",258,72,1,475,632,160,70,564,222,900,312,296,547,926,0.040668182920748
"9606.ENSP00000270139","9606.ENSP00000412897",258,72,1,475,632,160,70,564,222,900,312,215,547,918,0.0496920761290138
"9606.ENSP00000273130","9606.ENSP00000311273",258,119,183,235,630,160,71,576,95,900,312,91,141,915,0.253195048379794
"9606.ENSP00000273130","9606.ENSP00000320130",258,119,183,235,630,160,71,575,306,720,312,216,485,945,0.27132631624352
"9606.ENSP00000273130","9606.ENSP00000333363",258,119,183,235,630,160,71,575,95,900,312,104,141,921,0.0318458071956591
"9606.ENSP00000273130","9606.ENSP00000367841",258,119,183,235,630,160,70,989,587,900,312,393,380,999,0.103180261897743
"9606.ENSP00000273130","9606.ENSP00000373825",258,119,183,235,630,160,70,989,95,900,312,168,141,915,0.0308946000254379
"9606.ENSP00000273130","9606.ENSP00000401514",258,119,183,235,630,160,71,495,95,900,312,111,141,915,0.234704113942225
"9606.ENSP00000274335","9606.ENSP00000275493",258,284,1,207,979,160,84,993,149,900,312,417,83,999,0.282417039356072
"9606.ENSP00000274335","9606.ENSP00000282588",258,284,1,207,979,160,84,834,100,900,312,109,103,907,0.0878741540625161
"9606.ENSP00000274335","9606.ENSP00000288135",258,284,1,207,979,160,84,997,88,900,312,235,84,999,0.331322285278501
"9606.ENSP00000274335","9606.ENSP00000289153",258,284,1,207,979,160,84,991,568,900,312,705,174,999,0.422391977208723
"9606.ENSP00000274335","9606.ENSP00000297904",258,284,1,207,614,160,84,120,84,900,312,63,75,905,0.00634015995076604
"9606.ENSP00000274335","9606.ENSP00000300574",258,284,1,207,614,160,84,991,84,900,312,310,123,999,0.2134953213958
